product_display,product_camera,product_battery,product_price,product_storage,product_rating,product_name
"16.23 cm (6.39 inch) Full HD+ Display,16.23 cm (6.39 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,15.46 cm (6.088 inch) HD+ Display,15.44 cm (6.08 inch) HD+ Display,15.46 cm (6.088 inch) HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,16.23 cm (6.39 inch) Full HD+ Display,16.23 cm (6.39 inch) Full HD+ Display,16.94 cm (6.67 inch) Full HD+ Display,15.44 cm (6.08 inch) HD+ Display,15.9 cm (6.26 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,15.9 cm (6.26 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,16.0 cm (6.3 inch) Display,16.23 cm (6.39 inch) Full HD+ Display,15.9 cm (6.26 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,16.94 cm (6.67 inch) Full HD+ Display,15.9 cm (6.26 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display","48MP + 13MP + 8MP | 20MP Front Camera,48MP + 13MP + 8MP | 20MP Front Camera,48MP + 5MP | 13MP Front Camera,48MP + 8MP + 2MP | 32MP Front Camera,48MP + 8MP + 2MP | 32MP Front Camera,48MP + 8MP + 2MP | 32MP Front Camera,48MP + 5MP | 13MP Front Camera,48MP + 13MP + 8MP | 20MP Front Camera,48MP + 13MP + 8MP | 20MP Front Camera,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,48MP + 8MP + 2MP | 32MP Front Camera,12MP + 5MP | 20MP + 2MP Dual Front Camera,48MP + 5MP | 13MP Front Camera,48MP + 5MP | 13MP Front Camera,12MP + 5MP | 20MP + 2MP Dual Front Camera,12MP + 5MP | 20MP Front Camera,48MP Rear Camera,48MP + 13MP + 8MP | 20MP Front Camera,12MP + 5MP | 20MP + 2MP Dual Front Camera,12MP Rear Camera | 5MP Front Camera,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,12MP + 5MP | 20MP + 2MP Dual Front Camera,20MP + 12MP | 20MP Front Camera,20MP + 12MP | 20MP Front Camera","4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4030 mAh Battery,4030 mAh Battery,4030 mAh Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,5020 mAh Battery,4030 mAh Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li Polymer Battery,4000 mAh Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li Polymer Battery,5020 mAh Battery,4000 mAh Li-polymer Battery,3010 mAh Battery,3010 mAh Battery","₹26,999,₹26,999,₹13,999,₹12,999,₹14,999,₹12,999,₹12,999,₹29,999,₹21,999,₹16,999,₹14,999,₹11,999,₹13,999,₹13,999,₹11,999,₹12,999,₹11,990,₹29,999,₹11,999,₹11,999,₹16,999,₹15,990,₹13,999,₹10,599","6 GB RAM | 128 GB ROM,6 GB RAM | 128 GB ROM,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,8 GB RAM | 256 GB ROM,6 GB RAM | 64 GB ROM,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM,8 GB RAM | 256 GB ROM,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 GB RAM | 128 GB ROM,4 GB RAM | 64 GB ROM","4.5,4.5,4.5,4.3,4.3,4.3,4.5,4.5,4.5,4.2,4.3,4.5,4.5,4.5,4.5,4.5,4.4,4.5,4.5,4.4,4.2,4.5,4.1,4.2,4.1,5,1,4.5,5,5,4.5,5,5,4.5,5,5,4.4,5,5","Redmi K20 Pro (Flame Red, 128 GB),Redmi K20 Pro (Carbon Black, 128 GB),Redmi Note 7 Pro (Space Black, 128 GB),Mi A3 (Kind of Grey, 64 GB),Mi A3 (More Than White, 128 GB),Mi A3 (Not just Blue, 64 GB),Redmi Note 7 Pro (Space Black, 64 GB),Redmi K20 Pro (Flame Red, 256 GB),Redmi K20 (Carbon Black, 64 GB),Redmi Note 9 Pro (Aurora Blue, 64 GB),Mi A3 (Kind of Grey, 128 GB),Redmi Note 6 Pro (Black, 64 GB),Redmi Note 7 Pro (Astro Moonlight White, 128 GB),Redmi Note 7 Pro (Nebula Red, 128 GB),Redmi Note 6 Pro (Red, 64 GB),Redmi Note 5 Pro (Gold, 64 GB),Redmi Note 8 (Cosmic Purple, 64 GB),Redmi K20 Pro (Pearl White, 256 GB),Redmi Note 6 Pro (Rose Gold, 64 GB),Redmi Note 5 (Black, 64 GB),Redmi Note 9 Pro (Interstellar Black, 64 GB),Redmi Note 6 Pro (Rose Gold, 64 GB),Mi A2 (Gold, 128 GB),Mi A2 (Red, 64 GB)"
"16.94 cm (6.67 inch) Full HD+ Display,16.94 cm (6.67 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,15.21 cm (5.99 inch) HD+ Display,16.23 cm (6.39 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,13.97 cm (5.5 inch) Full HD Display,16.0 cm (6.3 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,13.84 cm (5.45 inch) HD+ Display,15.21 cm (5.99 inch) HD+ Display,14.83 cm (5.84 inch) Full HD+ Display,14.83 cm (5.84 inch) Full HD+ Display,14.83 cm (5.84 inch) Full HD+ Display,14.83 cm (5.84 inch) Full HD+ Display,16.23 cm (6.39 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,13.84 cm (5.45 inch) HD+ Display,14.83 cm (5.84 inch) Full HD+ Display","48MP + 8MP + 5MP + 2MP | 16MP Front Camera,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,48MP + 5MP | 13MP Front Camera,48MP + 5MP | 13MP Front Camera,48MP + 5MP | 13MP Front Camera,12MP + 2MP | 13MP Front Camera,12MP + 5MP | 16MP Front Camera,48MP + 13MP + 8MP | 20MP Front Camera,48MP + 5MP | 13MP Front Camera,12MP + 5MP | 20MP Front Camera,48MP + 5MP | 13MP Front Camera,13MP Rear Camera | 5MP Front Camera,12MP + 2MP | 13MP Front Camera,48MP + 5MP | 13MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP + 5MP | 16MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP + 5MP | 5MP Front Camera,48MP + 13MP + 8MP | 20MP Front Camera,48MP + 5MP | 13MP Front Camera,12MP Rear Camera | 5MP Front Camera,12MP + 5MP | 5MP Front Camera","5020 mAh Battery,5020 mAh Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,3080 mAh Li Polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Battery,4000 mAh Li Polymer Battery,4000 mAh Li-polymer Battery,4100 mAh Li-Polymer Battery,4000 mAh Li-polymer Battery,4000 mAh Li-polymer Battery,3000 mAh Lithium-polymer Battery,3080 mAh Li Polymer Battery,4000 mAh Battery,4000 mAh Battery,4000 mAh Battery,4000 mAh Battery,4000 mAh Li-polymer Battery,4000 mAh Battery,4000 mAh Li-Polymer Battery,4000 mAh Battery","₹14,999,₹14,999,₹12,999,₹12,999,₹12,999,₹11,999,₹7,999,₹29,999,₹11,999,₹13,999,₹10,999,₹10,999,₹9,999,₹10,999,₹8,499,₹7,999,₹8,000,₹8,090,₹7,984,₹7,920,₹21,999,₹9,999,₹6,699,₹7,990","6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8 GB RAM | 256 GB ROM,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6 GB RAM | 64 GB ROM,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB","4.8,4.8,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.5,4.5,4.4,4.4,4.5,4.4,4.5,4.3,4.3,4.3,4.3,4.5,4.4,4.3,4.3,4.4,5,5,4.5,5,2,4.3,5,3,4.5,5,4,4.4,5,4","Redmi Note 9 Pro (Interstellar Black, 128 GB),Redmi Note 9 Pro (Aurora Blue, 128 GB),Redmi Note 7 Pro (Astro Moonlight White, 64 GB),Redmi Note 7 Pro (Neptune Blue, 64 GB),Redmi Note 7 Pro (Nebula Red, 64 GB),Redmi Note 7 (Sapphire Blue, 64 GB),Redmi Y2 (Black, 32 GB),Redmi K20 Pro (Glacier Blue, 256 GB),Redmi Note 7S (Sapphire Blue, 64 GB),Redmi Note 5 Pro (Red, 64 GB),Redmi Note 7 Pro (Astro Moonlight White, 64 GB),Redmi Note 4 (Black, 32 GB),Redmi Note 7 (Onyx Black, 32 GB),Redmi Note 7 Pro (Neptune Blue, 64 GB),Redmi 6 (Black, 64 GB),Redmi Y2 (Gold, 32 GB),Redmi 6 Pro (Black, 32 GB),Redmi 6 Pro (Lake Blue, 32 GB),Redmi 6 Pro (Red, 32 GB),Redmi 6 Pro (Gold, 32 GB),Redmi K20 (Glacier Blue, 64 GB),Redmi Note 7S (Sapphire Blue, 32 GB),Redmi 7A (Matte Black, 32 GB),Redmi 6 Pro (Rose Gold, 32 GB)"
"15.21 cm (5.99 inch) HD+ Display,13.84 cm (5.45 inch) HD+ Display,13.97 cm (5.5 inch) Full HD Display,16.36 cm (6.44 inch) Full HD Display,15.21 cm (5.99 inch) HD+ Display,13.08 cm (5.15 inch) Full HD Display,12.7 cm (5 inch) HD Display,13.97 cm (5.5 inch) HD Display,12.7 cm (5 inch) HD Display,13.97 cm (5.5 inch) HD Display,16.36 cm (6.44 inch) Full HD Display,13.97 cm (5.5 inch) Full HD Display,15.21 cm (5.99 inch) Full HD+ Display,13.97 cm (5.5 inch) HD Display,12.7 cm (5 inch) HD Display,13.97 cm (5.5 inch) HD Display,15.8 cm (6.22 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,12.7 cm (5 inch) Full HD Display,13.84 cm (5.45 inch) HD+ Display,15.21 cm (5.99 inch) HD+ Display,15.21 cm (5.99 inch) HD+ Display,13.84 cm (5.45 inch) HD+ Display,13.84 cm (5.45 inch) HD+ Display","12MP + 5MP | 16MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP + 12MP | 5MP Front Camera,16MP Rear Camera | 5MP Front Camera,12MP + 5MP | 16MP Front Camera,16MP Rear Camera | 4MP Front Camera,13MP Rear Camera | 5MP Front Camera,13MP Rear Camera | 16MP Front Camera,13MP Rear Camera | 5MP Front Camera,13MP Rear Camera | 5MP Front Camera,16MP Rear Camera | 5MP Front Camera,16MP Rear Camera | 5MP Front Camera,12MP Rear Camera | 5MP Front Camera,13MP Rear Camera | 5MP Front Camera,13MP Rear Camera | 5MP Front Camera,13MP Rear Camera | 16MP Front Camera,13MP + 2MP | 8MP Dual Front Camera,12MP Rear Camera | 5MP Front Camera,13MP Rear Camera | 5MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP + 5MP | 16MP Front Camera,12MP + 5MP | 16MP Front Camera,12MP Rear Camera | 5MP Front Camera,12MP Rear Camera | 5MP Front Camera","3080 mAh Li Polymer Battery,3000 mAh Lithium-polymer Battery,3080 mAh Li-polymer Battery,4850 mAh Li-Polymer Battery,3080 mAh Li Polymer Battery,3000 mAh Li-Ion Polymer Battery,4100 mAh Li-Ion Polymer Battery,3080 mAh Battery,4100 mAh Li-Ion Polymer Battery,3080 mAh Battery,4850 mAh Li-Polymer Battery,4050 mAh Li-Polymer Battery Battery,4000 mAh Li Polymer Battery,3080 mAh Battery,4100 mAh Li-Ion Polymer Battery,3080 mAh Battery,5000 mAh Battery,4000 mAh Li Polymer Battery,3120 mAh Li-ion Polymer Battery,3000 mAh Lithium-polymer Battery,3080 mAh Li Polymer Battery,3080 mAh Li Polymer Battery,4000 mAh Li-Polymer Battery,4000 mAh Li-Polymer Battery","₹8,689,₹8,499,₹14,999,₹14,999,₹7,999,₹24,999,₹8,999,₹11,599,₹8,999,₹7,899,₹14,999,₹11,999,₹8,148,₹7,499,₹6,999,₹8,999,₹7,499,₹9,499,₹14,999,₹7,999,₹8,499,₹8,499,₹6,499,₹6,699","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,2 GB RAM | 32 GB ROM,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB","4.5,4.4,4.4,4.3,4.5,4.3,4.3,4.1,4.3,4.2,4.3,4.3,4.4,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.4,4.4,4.3,4.3,4.3,5,5,4.3,3,4,4.1,4,5,4.4,5,5,4.2,3,4","Redmi Y2 (Rose Gold, 32 GB),Redmi 6 (Gold, 64 GB),Mi A1 (Rose Gold, 64 GB),Mi Max (Dark Grey, 32 GB),Redmi Y2 (Dark Grey, 32 GB),Mi 5 (White, 32 GB),Redmi 3S Prime (Gold, 32 GB),Redmi Y1 (Grey, 64 GB),Redmi 3S Prime (Dark Grey, 32 GB),Redmi Y1 lite (Grey, 16 GB),Mi Max (Silver, 32 GB),Redmi Note 3 (Gold, 32 GB),Redmi Note 5 (Gold, 64 GB),Redmi Y1 lite (Gold, 16 GB),Redmi 3S (Dark Grey, 16 GB),Redmi Y1 (Grey, 32 GB),Redmi 8A Dual (Sea Blue, 32 GB),Redmi Note 5 (Blue, 64 GB),Mi 4i (Grey, 32 GB),Redmi 6 (Rose Gold, 32 GB),Redmi Y2 (Blue, 64 GB),Redmi Y2 (Dark Grey, 64 GB),Redmi 7A (Matte Gold, 16 GB),Redmi 7A (Matte Blue, 32 GB)"
"16.94 cm (6.67 inch) Display,15.21 cm (5.99 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,16.94 cm (6.67 inch) Full HD+ Display,14.83 cm (5.84 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,12.7 cm (5 inch) HD Display,13.84 cm (5.45 inch) HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,12.7 cm (5 inch) HD Display,16.0 cm (6.3 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,15.21 cm (5.99 inch) Full HD+ Display,16.0 cm (6.3 inch) Full HD+ Display,12.7 cm (5 inch) HD Display,12.7 cm (5 inch) HD Display,15.21 cm (5.99 inch) HD+ Display,13.84 cm (5.45 inch) HD+ Display,13.97 cm (5.5 inch) Full HD Display,16.36 cm (6.44 inch) Full HD Display,15.21 cm (5.99 inch) HD+ Display","108MP Rear Camera | 20MP Front Camera,12MP + 5MP | 20MP Front Camera,12MP + 5MP | 20MP Front Camera,12MP + 5MP | 20MP Front Camera,12MP + 5MP | 20MP Front Camera,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP Rear Camera | 5MP Front Camera,20MP + 12MP | 20MP Front Camera,8MP Rear Camera | 5MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP Rear Camera | 5MP Front Camera,13MP Rear Camera | 5MP Front Camera,48MP + 5MP | 13MP Front Camera,48MP + 5MP | 13MP Front Camera,12MP Rear Camera | 5MP Front Camera,12MP + 2MP | 13MP Front Camera,13MP Rear Camera | 5MP Front Camera,13MP Rear Camera | 5MP Front Camera,12MP + 5MP | 16MP Front Camera,12MP + 5MP | 5MP Front Camera,12MP + 12MP | 5MP Front Camera,16MP Rear Camera | 5MP Front Camera,12MP + 5MP | 16MP Front Camera","4780 mAh Battery,4000 mAh Li Polymer Battery,4000 mAh Li Polymer Battery,4000 mAh Li Polymer Battery,4000 mAh Li Polymer Battery,5020 mAh Battery,4000 mAh Battery,4000 mAh Li Polymer Battery,3010 mAh Battery,3000 mAh Li Polymer Battery,3000 mAh Lithium-polymer Battery,4000 mAh Li Polymer Battery,4100 mAh Li-Ion Polymer Battery,4000 mAh Battery,4000 mAh Battery,4000 mAh Li Polymer Battery,4000 mAh Li-polymer Battery,3000 mAh Li-polymer Battery,3000 mAh Li-polymer Battery,3080 mAh Li Polymer Battery,3000 mAh Lithium-polymer Battery,3080 mAh Li-polymer Battery,4850 mAh Li-Polymer Battery,3080 mAh Li Polymer Battery","₹52,400,₹12,999,₹12,999,₹12,999,₹13,999,₹16,999,₹12,999,₹12,299,₹17,490,₹6,700,₹7,999,₹11,999,₹8,999,₹11,999,₹9,999,₹8,490,₹9,999,₹5,999,₹6,999,₹8,689,₹8,499,₹14,999,₹14,999,₹7,999","8 GB RAM | 256 GB ROM,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB","4.9,4.5,4.5,4.5,4.5,4.2,4.3,4.4,4.2,4.3,4.4,4.4,4.3,4.4,4.4,4.4,4.4,4.5,4.4,4.5,4.4,4.4,4.3,4.5,4.3,4,5,4.4,5,5,4.5,5,5,4.4,5,3,4.4,5,1","Mi 10 (Coral Green, 256 GB),Redmi Note 5 Pro (Rose Gold, 64 GB),Redmi Note 5 Pro (Black, 64 GB),Redmi Note 5 Pro (Red, 64 GB),Redmi Note 5 Pro (Black, 64 GB),Redmi Note 9 Pro (Glacier White, 64 GB),Redmi 6 Pro (Gold, 64 GB),Redmi Note 5 (Rose Gold, 32 GB),Mi A2 (Gold, 64 GB),Redmi Go (Blue, 16 GB),Redmi 6 (Black, 32 GB),Redmi Note 5 (Gold, 32 GB),Redmi 3S Prime (Silver, 32 GB),Redmi Note 7S (Ruby Red, 64 GB),Redmi Note 7S (Ruby Red, 32 GB),Redmi Note 5 (Rose Gold, 64 GB),Redmi Note 7 (Ruby Red, 32 GB),Redmi 5A (Blue, 16 GB),Redmi 5A (Blue, 32 GB),Redmi Y2 (Rose Gold, 32 GB),Redmi 6 (Gold, 64 GB),Mi A1 (Rose Gold, 64 GB),Mi Max (Dark Grey, 32 GB),Redmi Y2 (Dark Grey, 32 GB)"
